Compound,Date,Negative,Neutral,Positive,Tweet,User
0.296,Fri Aug 24 17:12:11 +0000 2018,0.0,0.845,0.155,Sony reportedly admits it faked several Michael Jackson songs on posthumous album https://t.co/R478k1335T,@FoxNews
0.7003,Fri Aug 24 16:58:00 +0000 2018,0.0,0.746,0.254,".@RepMarkWalker: ""It probably is time for Jeff to maybe transition. I hope that's his decision. I hope it doesn't c… https://t.co/oOes0uYokf",@FoxNews
0.4939,Fri Aug 24 16:54:00 +0000 2018,0.0,0.758,0.242,"On @foxandfriends, @cvpayne praised the U.S. economy under President @realDonaldTrump. https://t.co/GDkRi5BthF",@FoxNews
0.0,Fri Aug 24 16:44:00 +0000 2018,0.0,1.0,0.0,".@LisaMarieBoothe: ""A Fox News Poll shows that the majority of Americans say that they are either very or somewhat… https://t.co/VtSSqiLbrs",@FoxNews
-0.0258,Fri Aug 24 16:42:18 +0000 2018,0.185,0.637,0.178,'It's Really Quite Disgusting': @benshapiro Slams Attacks on @VP's Christian Faith https://t.co/XpKAVaZVmu,@FoxNews
-0.25,Fri Aug 24 16:38:33 +0000 2018,0.154,0.846,0.0,".@dagenmcdowell: ""Looking at the inaction, you can smell the fecklessness."" #Outnumbered https://t.co/hhS9kbdrlU",@FoxNews
0.5574,Fri Aug 24 16:37:48 +0000 2018,0.0,0.66,0.34,Supreme Court decisions could curb campus censorship https://t.co/et0fjauiLL,@FoxNews
-0.7003,Fri Aug 24 16:37:18 +0000 2018,0.329,0.571,0.1,"Instagram fitness model killed moped rider while drunk and high before fleeing, police say https://t.co/cg6FbKayi6",@FoxNews
0.3612,Fri Aug 24 16:27:03 +0000 2018,0.0,0.706,0.294,Do you agree with @NancyPelosi? https://t.co/9BWsBQB2NR https://t.co/we7vtuzrRD,@FoxNews
0.0,Fri Aug 24 16:25:02 +0000 2018,0.0,1.0,0.0,".@RCamposDuffy: ""Why hasn't [AG Sessions] gone after @HillaryClinton?"" #Outnumbered https://t.co/Z0ZjxhM4nB",@FoxNews
0.0,Fri Aug 24 16:13:11 +0000 2018,0.0,1.0,0.0,"People watch the sunset on Waikiki Beach ahead of Hurricane Lane, Thursday, Aug. 23, in Honolulu. https://t.co/fhp1OSCg3u",@FoxNews
-0.6597,Fri Aug 24 16:10:32 +0000 2018,0.328,0.672,0.0,John McCain to discontinue medical treatment for brain cancer https://t.co/HTaiS8BRKk,@FoxNews
0.8519,Fri Aug 24 16:01:54 +0000 2018,0.0,0.542,0.458,"On Twitter, @IvankaTrump celebrated the economy and employment opportunity in the United States. https://t.co/heAeTieL04",@FoxNews
0.0,Fri Aug 24 15:56:37 +0000 2018,0.0,1.0,0.0,.@MittRomney tweets about Sen. John McCain. https://t.co/27TPc1Pl0D https://t.co/fCFBB0mFGs,@FoxNews
-0.7269,Fri Aug 24 15:48:40 +0000 2018,0.264,0.736,0.0,"Art Del Cueto: ""It's ridiculous to say we can't talk about about [Cristhian Rivera] being an illegal alien."" https://t.co/iJmlzzbdmc",@FoxNews
0.0,Fri Aug 24 15:34:28 +0000 2018,0.0,1.0,0.0,"Moments ago, @SenateMajLdr sent a message to Sen. John McCain. https://t.co/27TPc1Pl0D https://t.co/4BwirXnEPk",@FoxNews
-0.1779,Fri Aug 24 15:19:40 +0000 2018,0.196,0.639,0.164,"JUST IN: Robin Leach, ‘Lifestyles of the Rich and Famous’ host, dead at 76 https://t.co/UVTMtrt5JM https://t.co/iEzzLNjKtg",@FoxNews
0.0,Fri Aug 24 15:14:22 +0000 2018,0.0,1.0,0.0,".@BretBaier: ""If you think of any other figure in American history and political life who has spent his life servin… https://t.co/aKqmY5kuWC",@FoxNews
-0.296,Fri Aug 24 15:12:15 +0000 2018,0.167,0.833,0.0,BREAKING NEWS: Sen. John McCain no longer seeking medical treatment. https://t.co/bZu1FJDJqb https://t.co/J6OiXwy9TR,@FoxNews
-0.296,Fri Aug 24 15:07:07 +0000 2018,0.18,0.82,0.0,BREAKING NEWS: Sen. John McCain no longer seeking medical treatment. https://t.co/Blw9dSenCL,@FoxNews
0.0,Fri Aug 24 15:04:10 +0000 2018,0.0,1.0,0.0,.@POTUS and @FLOTUS to visit children’s hospital in Ohio @FoxFriendsFirst https://t.co/gOdONp6fgH,@FoxNews
0.3612,Fri Aug 24 15:03:50 +0000 2018,0.0,0.872,0.128,A group of whale watchers got a thrill when a humpback whale got awfully close during their tour in Alaska.… https://t.co/DVKCrfnDvg,@FoxNews
-0.8442,Fri Aug 24 14:56:08 +0000 2018,0.412,0.588,0.0,Tibbetts Murder Suspect's Atty Blasts 'Sad &amp; Sorry' Trump: 'Not Proper' to Interject in Case https://t.co/hMmqGqAhqw,@FoxNews
-0.5859,Fri Aug 24 14:45:27 +0000 2018,0.322,0.678,0.0,Florida candidate says alien abduction doesn't define her https://t.co/4mANWyLdJU,@FoxNews
0.7351,Fri Aug 24 14:45:08 +0000 2018,0.0,0.693,0.307,"California school district’s 'permissive' dress code welcoming tube tops, ripped jeans and pajamas sparks debate https://t.co/DEN9BlYq7K",@FoxNews
-0.8442,Fri Aug 24 14:35:00 +0000 2018,0.31,0.69,0.0,"Michelle Root, mother whose daughter Sarah was killed by an illegal immigrant: ""Until it happened to us, I didn't r… https://t.co/o9ZbiYtQoV",@FoxNews
0.5859,Fri Aug 24 14:32:30 +0000 2018,0.0,0.787,0.213,Two @YonkersPD officers jumped right in to see who would win a double dutch face-off. https://t.co/CxnX7B8dr6,@FoxNews
-0.4767,Fri Aug 24 14:30:31 +0000 2018,0.22,0.78,0.0,Texas man bitten by shark has flesh-eating bacteria related to attack https://t.co/UR5PRWfmWc,@FoxNews
0.7351,Fri Aug 24 14:30:00 +0000 2018,0.0,0.693,0.307,"California school district’s ‘permissive’ dress code welcoming tube tops, ripped jeans and pajamas sparks debate https://t.co/HNeIxMSFNP",@FoxNews
0.0,Fri Aug 24 14:25:00 +0000 2018,0.0,1.0,0.0,"Boy with autism will likely get to keep therapy ducks, report says https://t.co/WAMszQr8dY",@FoxNews
-0.5574,Fri Aug 24 14:23:26 +0000 2018,0.175,0.825,0.0,Retired Indy 500 driver Derek Daly fired from TV job for use of N-word 35 years ago https://t.co/ZkK5KON77F,@FoxNews
-0.802,Fri Aug 24 14:19:29 +0000 2018,0.34,0.66,0.0,"Doctors Without Borders nurse attacks Israeli troops at Gaza border, is shot dead, officials say https://t.co/wTNmKUZeWW",@FoxNews
0.0,Fri Aug 24 14:13:11 +0000 2018,0.0,1.0,0.0,"RT @FoxBusiness: #BreakingNews: In his keynote speech, at the annual gathering of global central bankers in Jackson Hole, Federal Reserve C…",@FoxNews
0.7003,Fri Aug 24 14:09:18 +0000 2018,0.0,0.746,0.254,".@RepMarkWalker: ""It probably is time for Jeff to maybe transition. I hope that's his decision. I hope it doesn't c… https://t.co/8OI9nyyQOB",@FoxNews
0.0,Fri Aug 24 14:02:24 +0000 2018,0.0,1.0,0.0,"Yesterday, @HillaryClinton slammed the Trump Administration for not having yet reunited hundreds of children separa… https://t.co/gKYZptqQE3",@FoxNews
-0.2263,Fri Aug 24 13:50:37 +0000 2018,0.161,0.717,0.121,Fox News Poll: Majority of voters favor a path to citizenship for illegal immigrants living in the U.S. https://t.co/Kws28ecGg8,@FoxNews
0.8519,Fri Aug 24 13:44:54 +0000 2018,0.0,0.542,0.458,"On Twitter, @IvankaTrump celebrated the economy and employment opportunity in the United States. https://t.co/mPw4P7UClm",@FoxNews
0.0274,Fri Aug 24 13:38:00 +0000 2018,0.156,0.68,0.164,".@VP: ""America will not ever abandon the critical domain of space."" https://t.co/YxdWYqu46S",@FoxNews
-0.34,Fri Aug 24 13:33:59 +0000 2018,0.179,0.821,0.0,DiGenova: Sessions 'Doesn't Understand His Job' and 'Should Resign After Elections' https://t.co/uMwCGE8KCT,@FoxNews
-0.4023,Fri Aug 24 13:30:27 +0000 2018,0.197,0.803,0.0,".@KenPaxtonTX: ""Our immigration policies are not strong and they're not effective."" https://t.co/i3HqCSIiZ7",@FoxNews
0.0,Fri Aug 24 13:25:59 +0000 2018,0.0,1.0,0.0,Hurricane Lane-a Category 3 storm-lashes Hawaii as it makes slow move off coast https://t.co/nWJTOkW61a,@FoxNews
0.0,Fri Aug 24 13:25:51 +0000 2018,0.0,1.0,0.0,"Facial recognition technology catches imposter trying to enter US illegally at airport, officials say https://t.co/HgOUGYCdQ5",@FoxNews
-0.3182,Fri Aug 24 13:24:27 +0000 2018,0.23,0.621,0.149,"Hospital security guard caught having sex with woman's corpse, authorities say https://t.co/V6YUkY1vbi",@FoxNews
0.3818,Fri Aug 24 13:20:17 +0000 2018,0.099,0.69,0.211,"Marilyn Monroe filmed lost nude scene to please audiences, was 'furious' on her last day alive, book claims https://t.co/Z9qYJDXJ2d",@FoxNews
-0.4023,Fri Aug 24 13:19:28 +0000 2018,0.197,0.803,0.0,".@KenPaxtonTX: ""Our immigration policies are not strong and they're not effective."" https://t.co/ZOE1jRCMD4",@FoxNews
0.4939,Fri Aug 24 12:52:00 +0000 2018,0.0,0.758,0.242,"On @foxandfriends, @cvpayne praised the U.S. economy under President @realDonaldTrump. https://t.co/ElA8Wg6whL",@FoxNews
-0.34,Fri Aug 24 12:48:46 +0000 2018,0.156,0.844,0.0,"Trump prods Sessions to probe corruption on the 'other side,' as feud flares https://t.co/luVMFpQkaV",@FoxNews
-0.6808,Fri Aug 24 12:38:16 +0000 2018,0.337,0.663,0.0,.@newtgingrich: Foreign spies are threatening US colleges -- we must stop them https://t.co/2yEm26kNCU,@FoxNews
0.3612,Fri Aug 24 12:31:46 +0000 2018,0.0,0.706,0.294,Do you agree with @NancyPelosi? https://t.co/9BWsBQB2NR https://t.co/cQcDp83PUr,@FoxNews
0.0,Fri Aug 24 12:23:01 +0000 2018,0.0,1.0,0.0,".@RCamposDuffy: ""[Cristhian Rivera's] status does have something to do with this."" https://t.co/kcHbyxioWZ",@FoxNews
0.2263,Fri Aug 24 12:12:41 +0000 2018,0.0,0.905,0.095,"Moments ago, @VP tweeted about American exploration in outer space, stating that ""we will return to the moon."" https://t.co/q8QAvuX0FQ",@FoxNews
0.0772,Fri Aug 24 11:57:00 +0000 2018,0.0,0.902,0.098,".@cvpayne: ""It's not just @Target. @Walmart posted a number out of this world."" https://t.co/1YcuTfXCmC",@FoxNews
0.296,Fri Aug 24 11:48:12 +0000 2018,0.0,0.879,0.121,"Ocasio-Cortez claims solidarity with cab drivers -- while campaign buys rides from Uber, other 'alternatives,' FEC… https://t.co/Upyke61r5j",@FoxNews
0.0,Fri Aug 24 11:38:26 +0000 2018,0.0,1.0,0.0,.@AP: @NancyPelosi says she is not going anywhere. https://t.co/bDD8F1AFTf,@FoxNews
0.5719,Fri Aug 24 11:32:18 +0000 2018,0.0,0.73,0.27,"This morning on Twitter, President @realDonaldTrump celebrated the U.S. economy. https://t.co/O2FMmvIJHD",@FoxNews
-0.2263,Fri Aug 24 11:30:00 +0000 2018,0.16,0.84,0.0,Paris Aquarium providing sanctuary to over 600 unwanted pet goldfish https://t.co/N2sJpJRuCg,@FoxNews
0.0,Fri Aug 24 11:25:00 +0000 2018,0.0,1.0,0.0,'Bewitched' reboot in the works at ABC: report https://t.co/m3UlkKi94r,@FoxNews
-0.6249,Fri Aug 24 11:20:00 +0000 2018,0.434,0.414,0.152,'Giraffes' join the @USNavy and hunt enemy threats https://t.co/gk2Zld5FVu,@FoxNews
0.4019,Fri Aug 24 11:15:00 +0000 2018,0.0,0.87,0.13,"Jayne Parker on @FoxFriendsFirst: ""We are always looking for things that we can do to help our employees.” https://t.co/DsAxFKM0lg",@FoxNews
-0.6249,Fri Aug 24 11:11:35 +0000 2018,0.272,0.728,0.0,"Jimmy Carter says Trump a 'disaster in human rights,' 'treating people equal' https://t.co/JfB6nmAopb",@FoxNews
-0.836,Fri Aug 24 11:10:00 +0000 2018,0.527,0.473,0.0,Attorney for Mollie Tibbetts' suspected killer Cristhian Rivera fights back https://t.co/6IbVckXLbP,@FoxNews
0.0,Fri Aug 24 11:05:00 +0000 2018,0.0,1.0,0.0,Recent grad tries 'open carry' in Nashville after pro-gun photo went viral earlier this year https://t.co/noFwfM7g2c,@FoxNews
0.6249,Fri Aug 24 11:00:02 +0000 2018,0.0,0.773,0.227,"Great white shark found washed up on Massachusetts with red hue on face, underbelly https://t.co/Dq5HoLxGLF",@FoxNews
0.0,Fri Aug 24 10:55:00 +0000 2018,0.0,1.0,0.0,"209,000 Jeeps and Dodges recalled @FoxBusiness https://t.co/6hohoQCts9",@FoxNews
0.0,Fri Aug 24 10:50:00 +0000 2018,0.0,1.0,0.0,.@AdamKlotzFNC gives an update on the weather on @foxandfriends https://t.co/6cSgjU9bK5 https://t.co/bSH6NFBz6b,@FoxNews
-0.6808,Fri Aug 24 10:45:00 +0000 2018,0.318,0.682,0.0,OPINION: @newtgingrich: Foreign spies are threatening US colleges -- we must stop them https://t.co/CufC7F4vVN,@FoxNews
-0.5267,Fri Aug 24 10:42:42 +0000 2018,0.207,0.793,0.0,Fugitive wanted for threat to 'put a bullet' in Trump possibly spotted in Pennsylvania https://t.co/UNvsgtE6Tj,@FoxNews
-0.3818,Fri Aug 24 10:34:07 +0000 2018,0.133,0.867,0.0,Attorney General Jeff Sessions fires back at Trump's latest slam: DOJ won't be 'improperly influenced' by politics… https://t.co/kYaHKz0dRU,@FoxNews
0.0,Fri Aug 24 10:27:54 +0000 2018,0.0,1.0,0.0,.@POTUS and @FLOTUS to visit children’s hospital in Ohio @FoxFriendsFirst https://t.co/lRtFRwvqPe,@FoxNews
0.3595,Fri Aug 24 10:26:05 +0000 2018,0.0,0.902,0.098,RT @foxandfriends: TODAY @leebrice performs LIVE on the plaza for the All-American Summer Concert Series! In NYC? Join us at 1211 6th ave a…,@FoxNews
0.2263,Fri Aug 24 10:23:30 +0000 2018,0.0,0.872,0.128,.@VP Mike Pence gives speech on future of U.S. space exploration @FoxFriendsFirst https://t.co/11IKyUqrXL https://t.co/mzHyrZqBsW,@FoxNews
-0.3818,Fri Aug 24 10:17:06 +0000 2018,0.206,0.794,0.0,.@NikkiHaley urges countries to unite in fight against ISIS @FoxFriendsFirst https://t.co/On4jYjiHjs,@FoxNews
0.0,Fri Aug 24 10:11:07 +0000 2018,0.0,1.0,0.0,.@SchmittNYC is live with the ‘Fox News Update’ on Facebook Watch: https://t.co/hNrB8xzepH https://t.co/pXWd3TZx60,@FoxNews
0.0,Fri Aug 24 10:06:15 +0000 2018,0.0,1.0,0.0,.@SecPompeo returns to North Korea next week @FoxFriendsFirst https://t.co/lBAGkyZURL,@FoxNews
0.0,Fri Aug 24 10:00:00 +0000 2018,0.0,1.0,0.0,TODAY: @leebrice performs LIVE as part of the @foxandfriends All-American Summer Concert Series. Tune in to Fox New… https://t.co/42aZzI0jT1,@FoxNews
-0.4215,Fri Aug 24 09:55:00 +0000 2018,0.167,0.833,0.0,"Rep. Duncan Hunter calls indictment 'pure politics,' denies using campaign funds for personal expenses. https://t.co/Ck0EQ6JGn8",@FoxNews
0.5402,Fri Aug 24 09:45:00 +0000 2018,0.09,0.646,0.263,"Police union offers $500 rewards for helping cops, says it's not aimed to create 'vigilantes' https://t.co/1N1Udimhs2",@FoxNews
-0.5423,Fri Aug 24 09:30:00 +0000 2018,0.36,0.64,0.0,"KFC restaurant hid Arizona-Mexico drug smuggling tunnel, officials say. https://t.co/I2RXiizUFf",@FoxNews
-0.6858,Fri Aug 24 19:35:06 +0000 2018,0.239,0.761,0.0,"Hurricane Lane was weakening on Friday but was still expected to pass dangerously close to the Hawaiian Islands, in… https://t.co/aB2buZ6XK4",@nytimes
-0.4118,Fri Aug 24 19:10:03 +0000 2018,0.126,0.874,0.0,"The CIA doesn't believe its informants in Russia have been killed, but sources have gone largely dormant amid heigh… https://t.co/HDkMaHVvkw",@nytimes
0.743,Fri Aug 24 18:55:03 +0000 2018,0.0,0.73,0.27,Review: The pleasure of watching a typically underused John Cho take on a meaty lead role helps make “Searching” a… https://t.co/KbdsYGc6fj,@nytimes
0.0,Fri Aug 24 18:39:15 +0000 2018,0.0,1.0,0.0,"Breaking News: President Trump canceled upcoming nuclear talks with North Korea, a rare acknowledgment that progres… https://t.co/DwH4qSXPhV",@nytimes
-0.0772,Fri Aug 24 18:35:04 +0000 2018,0.094,0.824,0.082,"""America to Me"" is an invaluable look at where inequity begins, as well as the difficulty of getting to the place w… https://t.co/6krwziF4S7",@nytimes
0.0,Fri Aug 24 18:25:31 +0000 2018,0.0,1.0,0.0,The NYT tech review of Samsung’s Galaxy Note9 https://t.co/JPS5OfckL4,@nytimes
0.7579,Fri Aug 24 18:08:25 +0000 2018,0.0,0.711,0.289,"Weeks after polls closed, the Republican Troy Balderson was declared the winner in a special election for a fiercel… https://t.co/G5DqIwXHz3",@nytimes
0.5574,Fri Aug 24 17:55:05 +0000 2018,0.0,0.854,0.146,"RT @NYTObits: Robin Leach, who became a symbol of unapologetic opulence as host of the syndicated television show “Lifestyles of the Rich a…",@nytimes
-0.4019,Fri Aug 24 17:45:07 +0000 2018,0.13,0.87,0.0,"In Opinion

Jianan Qian writes, ""Before my mother’s illness, I spurned what I saw as an excess of pragmatism among… https://t.co/OOiN9z5O8J",@nytimes
0.5423,Fri Aug 24 17:30:06 +0000 2018,0.2,0.489,0.311,"Modern Love: ""When I was young and poor, I sold my kiss to pay the rent"" https://t.co/reEjAn7aUc",@nytimes
0.0772,Fri Aug 24 17:20:08 +0000 2018,0.145,0.694,0.162,"Stevie Wonder, Jennifer Hudson and Faith Hill will perform at Aretha Franklin’s funeral https://t.co/gX203BX2GU",@nytimes
0.4019,Fri Aug 24 17:18:47 +0000 2018,0.0,0.838,0.162,"Sign up to get Five Weeknight Dishes, a newsletter devoted entirely to fast weeknight cooking: https://t.co/p2mpnBTmDG",@nytimes
0.0,Fri Aug 24 17:10:06 +0000 2018,0.0,1.0,0.0,"RT @tminsberg: In early August, I watched 89 athletes try out for a shot to become a member of @TeamUSA.

Here's what that process looked l…",@nytimes
-0.5423,Fri Aug 24 17:01:27 +0000 2018,0.171,0.829,0.0,"“She should just be quiet.” Despite their record numbers, female candidates still face harassment. Their message to… https://t.co/pK8Dyq64Im",@nytimes
0.0,Fri Aug 24 16:45:10 +0000 2018,0.0,1.0,0.0,"Here are 5 weeknight dinner ideas for deep-August evenings, while the grill is still lit, the tomatoes are still fa… https://t.co/G5kla0ml0S",@nytimes
-0.4767,Fri Aug 24 16:30:07 +0000 2018,0.134,0.866,0.0,"Dr. Thomas Frieden, who ran the Centers for Disease Control and Prevention for 8 years, was arrested in New York on… https://t.co/W3IHcPQavj",@nytimes
0.0,Fri Aug 24 16:15:10 +0000 2018,0.0,1.0,0.0,"In the transactional worlds of politics and real estate, the lives of Trump and Andrew Cuomo have often intersected… https://t.co/OO9LUXQ4Ra",@nytimes
0.0,Fri Aug 24 16:00:09 +0000 2018,0.0,1.0,0.0,This simple pasta comes together quickly and makes use of what can sometimes be an overwhelming bumper crop of zucc… https://t.co/EI9WN6fOqC,@nytimes
0.6124,Fri Aug 24 15:49:17 +0000 2018,0.0,0.815,0.185,"So far, over half of women running have won. The number of victories by women is only expected to grow, with 66 fem… https://t.co/FNeVJGlAUF",@nytimes
-0.3182,Fri Aug 24 15:30:05 +0000 2018,0.113,0.887,0.0,"RT @andylocal: This is nuts: embattled Queens Democratic machine stacks county committee with unsuspecting senior citizens, presumably to k…",@nytimes
0.0,Fri Aug 24 15:20:03 +0000 2018,0.0,1.0,0.0,The persistence of Stormy Daniels https://t.co/evJfIX0BKO https://t.co/jjZHvpJRwF,@nytimes
-0.5267,Fri Aug 24 15:05:17 +0000 2018,0.237,0.647,0.115,"Breaking News: Senator John McCain will no longer receive care for his brain cancer, his family said, a sign that h… https://t.co/5RXHrpWDrj",@nytimes
-0.296,Fri Aug 24 14:55:03 +0000 2018,0.109,0.891,0.0,A professor of epidemiology is concerned that the EPA may try to undermine her study’s repeated findings that some… https://t.co/IGt2B1XvN2,@nytimes
-0.5574,Fri Aug 24 14:42:47 +0000 2018,0.223,0.777,0.0,"“The economy is strong."" Federal Reserve Chairman Jerome Powell argued for caution and managing risk in a ""strong""… https://t.co/waPCH9IsR5",@nytimes
-0.5267,Fri Aug 24 14:29:06 +0000 2018,0.253,0.747,0.0,"RT @nytopinion: No, Mr. President, there is no ""white genocide"" happening in South Africa. https://t.co/udwWohcID7",@nytimes
0.0,Fri Aug 24 14:15:05 +0000 2018,0.0,1.0,0.0,Video: What female candidates hear on the trail https://t.co/hJb8uecuaS,@nytimes
0.0,Fri Aug 24 14:00:02 +0000 2018,0.0,1.0,0.0,"For more than 10 years, his identity eluded investigators. But then they tried a new tack: mining DNA data collecte… https://t.co/TtNgfG2AmL",@nytimes
-0.5859,Fri Aug 24 13:46:02 +0000 2018,0.218,0.726,0.056,"RT @NYTNational: The elections board in majority-black Randolph County, Ga., has rejected a controversial plan to reduce the number of poll…",@nytimes
-0.2732,Fri Aug 24 13:29:04 +0000 2018,0.172,0.749,0.079,"The fugitive Malaysian financier Jho Low was charged with eight counts of laundering money, much of it reportedly u… https://t.co/OilnqMW8Z9",@nytimes
-0.6597,Fri Aug 24 13:14:03 +0000 2018,0.306,0.694,0.0,How politics took over the killing of Mollie Tibbetts https://t.co/BZFWUK3f9j https://t.co/SFDn5h4qEc,@nytimes
0.0,Fri Aug 24 13:00:07 +0000 2018,0.0,1.0,0.0,Morning Briefing: Here's what you need to know to start your day https://t.co/LrE7sj6f43 https://t.co/iItyGOYhRZ,@nytimes
0.0,Fri Aug 24 12:46:02 +0000 2018,0.0,1.0,0.0,"The governor of Hawaii urged residents to have enough food, water and other essentials to last for 14 days https://t.co/oZSKuLRezU",@nytimes
-0.6369,Fri Aug 24 12:30:05 +0000 2018,0.181,0.819,0.0,"Kathie Klages, a former gymnastics coach, was aware of Dr. Nassar’s abuse for more than 20 years, according to the… https://t.co/prRabhfbt6",@nytimes
0.34,Fri Aug 24 12:16:06 +0000 2018,0.0,0.862,0.138,"Your daily @DealBook Briefing:

• Solving Elon Musk’s equation. 

• CEOs rally against Trump over immigration.

• S… https://t.co/l2fLskjzZZ",@nytimes
0.3094,Fri Aug 24 12:00:11 +0000 2018,0.0,0.883,0.117,Are Michael Cohen's statements grounds for impeachment? And can Paul Manafort be pardoned? New York Times investiga… https://t.co/EU5fYuDlkY,@nytimes
-0.4019,Fri Aug 24 11:46:01 +0000 2018,0.124,0.876,0.0,"""Being a black woman and existing, in some cases, is enough to piss people off,"" said Mya Whitaker, a Democrat runn… https://t.co/2zT8UxypvL",@nytimes
0.6369,Fri Aug 24 11:31:05 +0000 2018,0.0,0.811,0.189,"""There's been a love felt through the internet that I'll never forget,"" said Peter Dutton, a popcorn seller in Aust… https://t.co/xIpVtMYJIJ",@nytimes
-0.6249,Fri Aug 24 11:16:06 +0000 2018,0.203,0.797,0.0,The U.S. government denied that it had planned to separate migrant families. It also had no plans to bring them bac… https://t.co/XXVqrZE6Hl,@nytimes
0.0,Fri Aug 24 11:00:06 +0000 2018,0.0,1.0,0.0,A truck filled with Nike sneakers was parked in an impoverished neighborhood on Chicago's South Side to lure would-… https://t.co/Fh33Z1EWUb,@nytimes
-0.5267,Fri Aug 24 10:45:07 +0000 2018,0.185,0.815,0.0,The Trump administration's proposed rewrite of climate-change regulations could enable some of America’s dirtiest r… https://t.co/JT2Sm7OnE4,@nytimes
-0.3818,Fri Aug 24 10:31:08 +0000 2018,0.133,0.867,0.0,"Scott Morrison became Australia's sixth prime minister in 11 years after defeating Peter Dutton, a former home affa… https://t.co/w781eJDwVH",@nytimes
0.0772,Fri Aug 24 10:16:06 +0000 2018,0.104,0.777,0.119,President Trump's tweet seemed to embrace a common talking point among white supremacists who claim white genocide… https://t.co/2kN6MnxvUj,@nytimes
0.0,Fri Aug 24 10:00:03 +0000 2018,0.0,1.0,0.0,Morning Briefing: Here's what you need to know to start your day https://t.co/eSBTqvZRyf https://t.co/77yHOscv7x,@nytimes
-0.1027,Fri Aug 24 09:44:03 +0000 2018,0.105,0.81,0.086,No administration in modern American history has had its top diplomats confirmed at a slower rate. 43 embassies hav… https://t.co/cZUcF6Kpeh,@nytimes
0.0,Fri Aug 24 09:31:21 +0000 2018,0.0,1.0,0.0,"""They thought I was crazy,"" the widower said. "" 'Jerry, this girl's not for you.' "" https://t.co/rNZxaI6ETG",@nytimes
0.7096,Fri Aug 24 09:15:04 +0000 2018,0.182,0.479,0.339,"Cao Fei's latest video, “a mournfully beautiful hybrid of economic forecast and tragic love story,” may seem like s… https://t.co/Mml2pOGJXy",@nytimes
0.0,Fri Aug 24 09:00:16 +0000 2018,0.0,1.0,0.0,Russian internet trolls meddling in the U.S. presidential election also lashed out at Americans debating the safety… https://t.co/pCkAHy2ThK,@nytimes
-0.296,Fri Aug 24 08:44:06 +0000 2018,0.115,0.885,0.0,"The White House accused China of ""apparent interference"" in El Salvador's domestic politics after the Central Ameri… https://t.co/GGQdAUZv7L",@nytimes
0.6527,Fri Aug 24 08:30:10 +0000 2018,0.0,0.761,0.239,A restart of trade talks between the United States and China ended on Thursday with little sign of progress https://t.co/udMYedD9PM,@nytimes
-0.4215,Fri Aug 24 08:15:03 +0000 2018,0.128,0.872,0.0,The Taliban and Russia are not exactly allies and have many reasons to distrust each other. But Taliban representat… https://t.co/g1beq9GnKQ,@nytimes
0.0,Fri Aug 24 08:00:14 +0000 2018,0.0,1.0,0.0,"From @NYTOpinion:

Readers responded to the news that President Trump had been implicated in a crime… https://t.co/NO31c9JcWn",@nytimes
0.4215,Fri Aug 24 07:45:04 +0000 2018,0.0,0.843,0.157,"""It would be a simple exchange then, 10,000 yen for a kiss. My youth for his money."" https://t.co/HP613kz0YI",@nytimes
-0.5267,Fri Aug 24 07:30:08 +0000 2018,0.196,0.804,0.0,"Park Geun-hye, South Korea’s impeached and ousted president, was sentenced to 25 years in prison, as an appeals cou… https://t.co/XkaObLCxL3",@nytimes
